"SpeciesAuthor","SpeciesAccepted","CommonName","Genus","Family","Order","Class","Phylum","Kingdom","OrganismType","DicotMonoc","AngioGymno","Authors","Journal","YearPublication","DOI.ISBN","AdditionalSource","StudyDuration","StudyStart","StudyEnd","AnnualPeriodicity","NumberPopulations","MatrixCriteriaSize","MatrixCriteriaOntogeny","MatrixCriteriaAge","MatrixPopulation","Lat","Lon","Altitude","Country","Continent","Ecoregion","StudiedSex","MatrixComposite","MatrixTreatment","MatrixCaptivity","MatrixStartYear","MatrixStartSeason","MatrixStartMonth","MatrixEndYear","MatrixEndSeason","MatrixEndMonth","MatrixSplit","MatrixFec","Observation","MatrixDimension","SurvivalIssue"
"Agropyron_repens","Elymus repens",NA,"Elymus","Poaceae","Poales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Mortimer","Book","1983",NA,NA,4,1977,1980,"6",4,"No","Yes","No",NA,NA,NA,NA,"GBR","Europe","TBM","A","Individual","Unmanipulated","W",NA,NA,"4",NA,NA,"5","Divided","Yes","Corrected seed stage",5,0.6
"Agropyron_repens","Elymus repens",NA,"Elymus","Poaceae","Poales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Mortimer","Book","1983",NA,NA,4,1977,1980,"6",4,"No","Yes","No",NA,NA,NA,NA,"GBR","Europe","TBM","A","Individual","Unmanipulated","W",NA,NA,"6",NA,NA,"7","Divided","Yes","Corrected seed stage",5,0.95
"Agropyron_repens","Elymus repens",NA,"Elymus","Poaceae","Poales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Mortimer","Book","1983",NA,NA,4,1977,1980,"6",4,"No","Yes","No",NA,NA,NA,NA,"GBR","Europe","TBM","A","Individual","Unmanipulated","W",NA,NA,"8",NA,NA,"9","Divided","Yes","Corrected seed stage",5,0.59
"Agropyron_repens","Elymus repens",NA,"Elymus","Poaceae","Poales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Mortimer","Book","1983",NA,NA,4,1977,1980,"6",4,"No","Yes","No",NA,NA,NA,NA,"GBR","Europe","TBM","A","Individual","Unmanipulated","W",NA,NA,"10",NA,NA,"11","Divided","Yes","Corrected seed stage",5,0.91
"Agropyron_repens","Elymus repens",NA,"Elymus","Poaceae","Poales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Mortimer","Book","1983",NA,NA,4,1977,1980,"6",4,"No","Yes","No",NA,NA,NA,NA,"GBR","Europe","TBM","A","Individual","Unmanipulated","W",NA,NA,"12",NA,NA,"1","Divided","Yes","Corrected seed stage",5,0.85
"Astragalus_peckii","Astragalus peckii",NA,"Astragalus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Martin; Meinke","Popul Ecol","2012","10.1007/s10144-012-0318-5",NA,4,2006,2009,"1",2,"Broad area","No","No","Bull Flat",NA,NA,NA,"USA","N America","DES","A","Individual","Moth infected plants excluded","W",2008,NA,NA,2009,NA,NA,"Divided","Yes",NA,5,1
"Calathea_ovandensis","Calathea ovandensis",NA,"Calathea","Marantaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Horvitz; Schemske","Ecol Monog","1995","10.2307/2937136","Shyu Method Ecol Evol 2014",5,1982,1986,"1",4,"Leaf area; leaf length","No","No","Plot 1; Plot 2; Plot 3; Plot 4",18.45,-95.2,336,"MEX","N America","TMB","A","Mean","Unmanipulated","W",1982,NA,NA,1986,NA,NA,"Divided","Yes","Survival rates higher than 1 are possible because of rounding",8,0.942575
"Calathea_ovandensis","Calathea ovandensis",NA,"Calathea","Marantaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Horvitz; Schemske","Ecol Monog","1995","10.2307/2937136","Shyu Method Ecol Evol 2014",5,1982,1986,"1",4,"Leaf area; leaf length","No","No","Plot 3",18.45,-95.2,336,"MEX","N America","TMB","A","Mean","Unmanipulated","W",1982,NA,NA,1986,NA,NA,"Divided","Yes","Survival rates higher than 1 are possible because of rounding",8,0.989975
"Carex_bigelowii","Carex bigelowii",NA,"Carex","Cyperaceae","Poales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Carlsson; Callaghan","Oikos","1991","10.2307/3544870",NA,4,1984,1987,"1",1,"Number of leaves","Yes","Yes","Mt. Slattajakka",68.3508333333333,18.7008333333333,958,"SWE","Europe","BOR","A","Mean","Unmanipulated","W",1984,NA,NA,1986,NA,NA,"Divided","Yes",NA,26,1
"Carex_bigelowii","Carex bigelowii",NA,"Carex","Cyperaceae","Poales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Carlsson; Callaghan","Oikos","1991","10.2307/3544870",NA,4,1984,1987,"1",1,"Number of leaves","Yes","Yes","Mt. Slattajakka",68.3508333333333,18.7008333333333,958,"SWE","Europe","BOR","A","Individual","Unmanipulated","W",1984,NA,NA,1985,NA,NA,"Divided","Yes",NA,26,1
"Chamaelirium_luteum","Chamaelirium luteum",NA,"Chamaelirium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Meagher; Antonovics","Ecology","1982","10.2307/1940111",NA,5,1975,1979,"2",3,"Number of leaves","No","No","Natural area Site; Seawell Site; Silver Hill",NA,NA,NA,"USA","N America","TBM","A","Mean","Unmanipulated","W",1975,NA,NA,1979,NA,NA,"Divided","Yes","Survival rates higher than one are possible because of rounding",24,1.46333333333333
"Chamaelirium_luteum","Chamaelirium luteum",NA,"Chamaelirium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Meagher; Antonovics","Ecology","1982","10.2307/1940111",NA,5,1975,1979,"2",3,"Number of leaves","No","No","Natural area Site",36,-78.9666666666667,99,"USA","N America","TBM","A","Mean","Unmanipulated","W",1975,NA,NA,1979,NA,NA,"Divided","Yes","Survival rates higher than one are possible because of rounding",24,1.41
"Chamaelirium_luteum","Chamaelirium luteum",NA,"Chamaelirium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Meagher; Antonovics","Ecology","1982","10.2307/1940111",NA,5,1975,1979,"2",3,"Number of leaves","No","No","Seawell Site",35.9166666666667,-79.0666666666667,147,"USA","N America","TBM","A","Mean","Unmanipulated","W",1975,NA,NA,1979,NA,NA,"Divided","Yes","Survival rates higher than one are possible because of rounding",24,1.05
"Chamaelirium_luteum","Chamaelirium luteum",NA,"Chamaelirium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Meagher; Antonovics","Ecology","1982","10.2307/1940111",NA,5,1975,1979,"2",3,"Number of leaves","No","No","Silver Hill",35.4,-80.2,213,"USA","N America","TBM","A","Mean","Unmanipulated","W",1975,NA,NA,1979,NA,NA,"Divided","Yes","Survival rates higher than one are possible because of rounding",24,2.05
"Cimicifuga_rubifolia","Actaea cordifolia",NA,"Actaea","Ranunculaceae","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Cook; Lyons","PhD thesis","1993",NA,NA,4,1987,1990,"1",2,"Petiole length; leaflet width; leaf length; leaf width; number of leaves; number of leaflets","No","No","Bull Blulff",36.1166666666667,-84.0166666666667,343,"USA","N America","TMB","A","Mean","Unmanipulated","W",1988,NA,NA,1990,NA,NA,"Divided","Yes",NA,6,1
"Cirsium_vulgare_3","Cirsium vulgare","Bull thistle; Spear thistle","Cirsium","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Forcella; Wood","Weed Res","1986","10.1111/j.1365-3180.1986.tb00697.x",NA,5,1980,1984,"1",2,"No","Yes","No","Ginninderra experiment station, Canberra",-35.1846666666667,149.083833333333,604,"AUS","Oceania",NA,"A","Mean","Unmanipulated","W",1980,NA,NA,1984,NA,NA,"Divided","Yes",NA,4,0.490566666666667
"Cirsium_vulgare_3","Cirsium vulgare","Bull thistle; Spear thistle","Cirsium","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Forcella; Wood","Weed Res","1986","10.1111/j.1365-3180.1986.tb00697.x",NA,5,1980,1984,"1",2,"No","Yes","No","Ginninderra experiment station, Canberra",-35.1846666666667,149.083833333333,604,"AUS","Oceania",NA,"A","Mean","Grazed","W",1980,NA,NA,1984,NA,NA,"Divided","Yes",NA,4,0.511966666666667
"Cypripedium_parviflorum_var._parviflorum","Cypripedium parviflorum","Small yellow lady’s slipper orchid","Cypripedium","Orchidaceae","Asparagales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Shefferson; Warren II.; Pulliam","J Ecol","2014","10.1111/1365-2745.12281",NA,19,1994,2012,"1",1,"Number of sprouts","Yes","Yes","Gavin Nature Preserve",NA,NA,NA,NA,NA,"TBM","A","Mean","Unmanipulated","W",1994,NA,NA,2012,NA,NA,"Divided","Yes","Values for seeds, protocorms and seedlings are transcripted from other literature",29,0.910534643473925
"Dicentra_canadensis","Dicentra canadensis","Squirrel corn","Dicentra","Papaveraceae","Ranunculales","Magnoliopsida","Tracheophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Lin; Miriti; Goodell","Ecol Evol","2016","10.1002/ece3.2163",NA,4,2008,2011,"1",3,"Tuber diameter; number of seeds","No","No","Bohannan",40.3501388888889,-82.9176388888889,293,"USA","N America","TBM","A","Individual","Unmanipulated","W",2008,NA,NA,2009,NA,NA,"Divided","Yes",NA,7,0.9531
"Eriogonum_longifolium_var._gnaphalifolium_2","Eriogonum longifolium gnaphalifolium","Buckwheat","Eriogonum","Polygonaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Satterthwaite; Menges; Quintana-Ascencio","Ecol Appl","2002","10.1890/1051-0761(2002)012[1672:ASBPVI]2.0.CO;2",NA,12,1989,2000,"1",6,"Total basal diameter; number of flowering scapes","No","No","Unburned",27.1833333333333,-81.35,42,"USA","N America","TCF","A","Mean","Unmanipulated","W",1990,NA,NA,1998,NA,NA,"Divided","Yes","Unburned;  Survival rates higher than 1 are possible because of rounding",5,1.000375
"Eriogonum_longifolium_var._gnaphalifolium_2","Eriogonum longifolium gnaphalifolium","Buckwheat","Eriogonum","Polygonaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Satterthwaite; Menges; Quintana-Ascencio","Ecol Appl","2002","10.1890/1051-0761(2002)012[1672:ASBPVI]2.0.CO;2",NA,12,1989,2000,"1",6,"Total basal diameter; number of flowering scapes","No","No","Unburned",27.1833333333333,-81.35,42,"USA","N America","TCF","A","Individual","Unmanipulated","W",1991,NA,NA,1992,NA,NA,"Divided","Yes","Unburned;  Survival rates higher than 1 are possible because of rounding",5,1.001
"Erodium_paularense","Erodium paularense",NA,"Erodium","Geraniaceae","Geraniales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Iriondo; Albert; Giménez; Lozano; Escudero","Book","2009","978-84-8014-746-0",NA,6,2001,2006,"1",2,"Plant height","Yes","No","Pinilla del Valle I; Cañamares I",NA,NA,NA,"ESP","Europe","MED","A","Mean","Unmanipulated","W",2001,NA,NA,2006,NA,NA,"Divided","Yes","The GPS coordinates were approximated to the closest geographic location described in the reference. Most of the populations in this study are under high risk of local extinction, and thus the exact GPS coordinates were not public. For further information please contact the authors of the book.",4,0.9894
"Erodium_paularense","Erodium paularense",NA,"Erodium","Geraniaceae","Geraniales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Iriondo; Albert; Giménez; Lozano; Escudero","Book","2009","978-84-8014-746-0",NA,6,2001,2006,"1",2,"Plant height","Yes","No","Cañamares I",40.45,-2.23333333333333,880,"ESP","Europe","MED","A","Mean","Unmanipulated","W",2001,NA,NA,2006,NA,NA,"Divided","Yes","The GPS coordinates were approximated to the closest geographic location described in the reference. Most of the populations in this study are under high risk of local extinction, and thus the exact GPS coordinates were not public. For further information please contact the authors of the book.",4,0.9922
"Erodium_paularense","Erodium paularense",NA,"Erodium","Geraniaceae","Geraniales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Iriondo; Albert; Giménez; Lozano; Escudero","Book","2009","978-84-8014-746-0",NA,6,2001,2006,"1",2,"Plant height","Yes","No","Cañamares I",40.45,-2.23333333333333,880,"ESP","Europe","MED","A","Individual","Unmanipulated","W",2004,NA,NA,2005,NA,NA,"Divided","Yes","The GPS coordinates were approximated to the closest geographic location described in the reference. Most of the populations in this study are under high risk of local extinction, and thus the exact GPS coordinates were not public. For further information please contact the authors of the book.",4,0.989
"Fritillaria_camtschatcensis","Fritillaria camschatcensis",NA,"Fritillaria","Liliaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Shimizu; Hatanaka; Zentoh; Yashima; Kinoshita; Watano; Shimizu","Ecol Research","1998","10.1046/j.1440-1703.1998.00245.x","Yonezawa; Kinoshita; Watano; Zentoh",5,1992,1996,"2",2,"Diameter of aboveground stem at ground level","Yes","No","Mizuyajiri; Nanryu",NA,NA,NA,"JPN","Asia","TBM","A","Mean","Unmanipulated","W",1993,NA,NA,1995,NA,NA,"Divided","Yes","Sexual reproduction was measured separately; MatrixClassAuthor cannot be clarified with paper",10,0
"Fritillaria_camtschatcensis","Fritillaria camschatcensis",NA,"Fritillaria","Liliaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Shimizu; Hatanaka; Zentoh; Yashima; Kinoshita; Watano; Shimizu","Ecol Research","1998","10.1046/j.1440-1703.1998.00245.x","Yonezawa; Kinoshita; Watano; Zentoh",5,1992,1996,"2",2,"Diameter of aboveground stem at ground level","Yes","No","Nanryu",NA,NA,NA,"JPN","Asia","TBM","A","Mean","Unmanipulated","W",1993,NA,NA,1995,NA,NA,"Divided","Yes","Sexual reproduction was measured separately; MatrixClassAuthor cannot be clarified with paper",10,0
"Fritillaria_camtschatcensis","Fritillaria camschatcensis",NA,"Fritillaria","Liliaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Shimizu; Hatanaka; Zentoh; Yashima; Kinoshita; Watano; Shimizu","Ecol Research","1998","10.1046/j.1440-1703.1998.00245.x","Yonezawa; Kinoshita; Watano; Zentoh",5,1992,1996,"2",2,"Diameter of aboveground stem at ground level","Yes","No","Mizuyajiri",NA,NA,NA,"JPN","Asia","TBM","A","Mean","Unmanipulated","W",1993,NA,NA,1995,NA,NA,"Divided","Yes","Sexual reproduction was measured separately; MatrixClassAuthor cannot be clarified with paper",10,0
"Fritillaria_camtschatcensis_2","Fritillaria biflora",NA,"Fritillaria","Liliaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Yonezawa; Kinoshita; Watano; Zentoh","Evol","2000","10.1111/j.0014-3820.2000.tb01244.x",NA,3,1993,1995,"1",2,"No","Yes","No","Mizuyajiri; Nanryu",NA,NA,NA,"JPN","Asia","TBM","A","Mean","Unmanipulated","W",1993,NA,NA,1995,NA,NA,"Divided","Yes",NA,3,1
"Helianthus_divaricatus","Helianthus divaricatus","Divaricate sunﬂower","Helianthus","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Nantel; Gagnon","Ecology","1999","10.1046/j.1365-2745.1999.00388.x",NA,3,1992,1994,"1",2,"Height of each tagged aerial shoot","No","No","N1; N2; S1; S2",NA,NA,NA,"CAN","N America","BOR","A","Mean","Unmanipulated","W",1992,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.8506625
"Helianthus_divaricatus","Helianthus divaricatus","Divaricate sunﬂower","Helianthus","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Nantel; Gagnon","Ecology","1999","10.1046/j.1365-2745.1999.00388.x",NA,3,1992,1994,"1",2,"Height of each tagged aerial shoot","No","No","S2",43.25,-81.8333333333333,190,"CAN","N America","BOR","A","Mean","Unmanipulated","W",1992,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.915
"Helianthus_divaricatus","Helianthus divaricatus","Divaricate sunﬂower","Helianthus","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Nantel; Gagnon","Ecology","1999","10.1046/j.1365-2745.1999.00388.x",NA,3,1992,1994,"1",2,"Height of each tagged aerial shoot","No","No","S2",43.25,-81.8333333333333,190,"CAN","N America","BOR","A","Individual","Unmanipulated","W",1993,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.83
"Heliconia_acuminata","Heliconia acuminata",NA,"Heliconia","Heliconiaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Bruna","Ecology","2003","10.1890/0012-9658(2003)084[0932:APPIFH]2.0.CO;2","Bruna Ecol 2003 A2 (htm); BruNA PhD thesis 2001 (PDF)",3,1998,2000,"1",13,"Number of vegetative shoots","No","No","Fragmented forest 1; Fragmented forest 2; Fragmented forest 3; Fragmented forest 4; Fragmented forest 5; Fragmented forest 6; Fragmented forest 7",-2.5,-60,131,"BRA","S America","TMB","A","Mean","Isolated into 1ha or 10ha fragments","W",1998,NA,NA,2000,NA,NA,"Divided","Yes","1-4 are 1ha fragments, 5-7 are 10ha fragments; Survival higher than one because of rounding",6,0.999991666666667
"Heliconia_acuminata","Heliconia acuminata",NA,"Heliconia","Heliconiaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Bruna","Ecology","2003","10.1890/0012-9658(2003)084[0932:APPIFH]2.0.CO;2","Bruna Ecol 2003 A2 (htm); BruNA PhD thesis 2001 (PDF)",3,1998,2000,"1",13,"Number of vegetative shoots","No","No","Fragmented forest 1; Fragmented forest 2; Fragmented forest 3; Fragmented forest 4",-2.5,-60,131,"BRA","S America","TMB","A","Mean","Isolated into a 1ha fragment","W",1998,NA,NA,2000,NA,NA,"Divided","Yes","Survival higher than one because of rounding",6,1
"Heliconia_acuminata","Heliconia acuminata",NA,"Heliconia","Heliconiaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Bruna","Ecology","2003","10.1890/0012-9658(2003)084[0932:APPIFH]2.0.CO;2","Bruna Ecol 2003 A2 (htm); BruNA PhD thesis 2001 (PDF)",3,1998,2000,"1",13,"Number of vegetative shoots","No","No","Fragmented forest 4",-2.5,-60,131,"BRA","S America","TMB","A","Mean","Isolated into a 1ha fragment","W",1998,NA,NA,2000,NA,NA,"Divided","Yes","Survival higher than one because of rounding",6,1.00005
"Heliconia_acuminata","Heliconia acuminata",NA,"Heliconia","Heliconiaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Bruna","Ecology","2003","10.1890/0012-9658(2003)084[0932:APPIFH]2.0.CO;2","Bruna Ecol 2003 A2 (htm); BruNA PhD thesis 2001 (PDF)",3,1998,2000,"1",13,"Number of vegetative shoots","No","No","Fragmented forest 4",-2.5,-60,131,"BRA","S America","TMB","A","Individual","Isolated into a 1ha fragment","W",1998,NA,NA,1999,NA,NA,"Divided","Yes","Survival higher than one because of rounding",6,1
"Hepatica_nobilis","Hepatica nobilis",NA,"Hepatica","Ranunculaceae","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Warren","PhD thesis","2007",NA,"Giladi PhD Thesis 2004",8,1999,2006,"2",6,"Leaf area","No","No","Athens-Clarke County, GA",NA,NA,NA,"USA","N America","TBM","A","Mean","Unmanipulated","W",1999,NA,NA,2001,NA,NA,"Divided","Yes",NA,7,NA
"Hepatica_nobilis","Hepatica nobilis",NA,"Hepatica","Ranunculaceae","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Warren","PhD thesis","2007",NA,"Giladi PhD Thesis 2004",8,1999,2006,"2",6,"Leaf area","No","No","Athens-Clarke County, GA",NA,NA,NA,"USA","N America","TBM","A","Mean","Unmanipulated","W",1999,NA,NA,2001,NA,NA,"Divided","Yes",NA,7,NA
"Heteropogon_contortus","Heteropogon contortus",NA,"Heteropogon","Poaceae","Poales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","O'Connor","J Appl Ecol","1993","10.2307/2404276","O'Connor and Pickett 1992 (find paper)",6,1984,1989,"1",2,"Tuft circumference","No","No","Thlavekisa",-24.6333333333333,31.4,689,"ZAF","Africa","TGV","A","Mean","Unmanipulated","W",1985,NA,NA,1989,NA,NA,"Divided","Yes","Lightly grazed",4,0.835
