"DOI.ISBN","rcross_title","rcross_author","rcross_found"
"10.1016/j.ecolmodel.2012.09.022","Ecological Modelling","Vélez-Espino",TRUE
"10.1016/j.ecolmodel.2014.08.021","Ecological Modelling","Lewis",TRUE
"10.1016/j.ecolmodel.2014.11.025","Ecological Modelling","Warden",TRUE
"10.1016/j.ecolmodel.2015.12.002","Ecological Modelling","Otjacques",TRUE
"10.1016/j.ecss.2015.06.021","Estuarine, Coastal and Shelf Science","Rodríguez-Barreras",TRUE
"10.1016/j.ecss.2015.11.012","Estuarine, Coastal and Shelf Science","Tomlinson",TRUE
"10.1016/j.envpol.2013.08.031","Environmental Pollution","Salice",TRUE
"10.1016/j.envsoft.2016.02.009","Environmental Modelling & Software","Stratford",TRUE
"10.1016/j.fishres.2008.11.006","Fisheries Research","González-Olivares",TRUE
"10.1016/j.jas.2012.04.037","Journal of Archaeological Science","Monchot",TRUE
"10.1016/j.jembe.2011.07.018","Journal of Experimental Marine Biology and Ecology","Mercado-Molina",TRUE
"10.1016/j.jembe.2012.11.009","Journal of Experimental Marine Biology and Ecology","Gartner",TRUE
"10.1016/j.jembe.2012.11.010","Journal of Experimental Marine Biology and Ecology","Munguia",TRUE
"10.1016/j.jglr.2011.11.002","Journal of Great Lakes Research","Howe",TRUE
"10.1016/j.jhevol.2004.08.006","Journal of Human Evolution","Wich",TRUE
"10.1016/j.jnc.2013.06.002","Journal for Nature Conservation","Unger",TRUE
"10.1016/j.mambio.2013.03.002","Mammalian Biology - Zeitschrift für Säugetierkunde","Ferreira",TRUE
"10.1016/j.scitotenv.2012.03.078","Science of The Total Environment","Lance",TRUE
"10.1016/S0006-3207(00)00154-3","Biological Conservation","McCarthy",TRUE
"10.1016/S0006-3207(01)00134-3","Biological Conservation","Lindenmayer",TRUE
"10.1016/S0006-3207(01)00265-8","Biological Conservation","Wielgus",TRUE
"10.1016/S0006-3207(02)00341-5","Biological Conservation","Hebblewhite",TRUE
"10.1016/S0006-3207(02)00421-4","Biological Conservation","Lalas",TRUE
"10.1016/S0006-3207(03)00171-X","Biological Conservation","Martı́nez-Gómez",TRUE
"10.1016/S0022-0981(97)00024-5","Journal of Experimental Marine Biology and Ecology","Tanner",TRUE
"10.1016/S0025-5564(02)00119-0","Mathematical Biosciences","Yearsley",TRUE
"10.1016/S0304-3800(01)00433-1","Ecological Modelling","Chaloupka",TRUE
"10.1016/S0304-3800(01)00493-8","Ecological Modelling","Miller",TRUE
"10.1016/S0304-3800(02)00355-1","Ecological Modelling","Torres-Sorando",TRUE
"10.1016/S0304-3800(03)00171-6","Ecological Modelling","Freedman",TRUE
"10.1016/S0304-3800(99)00039-3","Ecological Modelling","Cropper",TRUE
"10.1016/S0304-3800(99)00145-3","Ecological Modelling","Carter",TRUE
"10.1016/S1631-0691(03)00148-3","Comptes Rendus Biologies","Chapron",TRUE
"10.1017/S0950268812000167","Epidemiology and Infection","HAYMAN",TRUE
"10.1017/S1367943004001593","Animal Conservation","Heinsohn",TRUE
"10.1021/es049654o","Environmental Science & Technology","Chandler",TRUE
"10.1023/B:EMAS.0000016881.12925.b1","Environmental Monitoring and Assessment","Lawler",TRUE
"10.1046/j.1365-2435.1999.00299.x","Functional Ecology","HANSEN",TRUE
"10.1046/j.1365-2664.2003.00840.x","Journal of Applied Ecology","Norris",TRUE
"10.1046/j.1440-1703.2002.00463.x","Ecological Research","Webb",TRUE
"10.1046/j.1442-9993.2001.01120.x","Austral Ecology","Blomberg",TRUE
"10.1046/j.1461-0248.2000.00138.x","Ecology Letters","Gotelli",TRUE
"10.1046/j.1523-1739.1998.97054.x","Conservation Biology","Crooks",TRUE
"10.1046/j.1523-1739.1999.97267.x","Conservation Biology","Woodworth",TRUE
"10.1046/j.1523-1739.1999.97284.x","Conservation Biology","Johnson",TRUE
"10.1046/j.1523-1739.2001.0150041102.x","Conservation Biology","Hokit",TRUE
"10.1046/j.1523-1739.2002.00433.x","Conservation Biology","Biek",TRUE
"10.1046/j.1523-1739.2003.01535.x","Conservation Biology","Wilson",TRUE
"10.1046/j.1523-1739.2003.01552.x","Conservation Biology","Carroll",TRUE
"10.1071/MF01083","Marine and Freshwater Research","Mollet",TRUE
"10.1071/WR00104","Wildlife Research","McLeod",TRUE
"10.1071/WR10080","Wildlife Research","Chambers",TRUE
"10.1071/wr9850541","Wildlife Research","Smith",TRUE
"10.1080/00028487.2013.797496","Transactions of the American Fisheries Society","Krueger",TRUE
"10.1080/02664760120108818","Journal of Applied Statistics","Sandercock",TRUE
"10.1080/02755947.2015.1111279","North American Journal of Fisheries Management","Ng",TRUE
"10.1080/10888700903163419","Journal of Applied Animal Welfare Science","Budke",TRUE
"10.1080/20018091094835","Human and Ecological Risk Assessment: An International Journal","Gleason",TRUE
"10.1086/285729","The American Naturalist","Orive",TRUE
"10.1086/321322","The American Naturalist","Dobson",TRUE
"10.1086/587530","The American Naturalist","Hartemink",TRUE
"10.1086/597225","The American Naturalist","Ozgul",TRUE
"10.1086/657443","The American Naturalist","Morris",TRUE
"10.1093/icb/34.3.397","American Zoologist","CONGDON",TRUE
"10.1093/icesjms/fsu056","ICES Journal of Marine Science","Tsai",TRUE
"10.1093/jmammal/gyw086","Journal of Mammalogy","Lee",TRUE
"10.1093/jme/tjv112","Journal of Medical Entomology","Rabinovich",TRUE
"10.1093/jme/tjw021","Journal of Medical Entomology","Hanly",TRUE
"10.1093/plankt/fbv024","Journal of Plankton Research","Henschke",TRUE
"10.1098/rspb.2009.1724","Proceedings of the Royal Society B: Biological Sciences","Edeline",TRUE
"10.1111/1365-2656.12109","Journal of Animal Ecology","Mugabo",TRUE
"10.1111/1365-2656.12140","Journal of Animal Ecology","Barraquand",TRUE
"10.1111/1365-2656.12179","Journal of Animal Ecology","Row",TRUE
"10.1111/1365-2656.12206","Journal of Animal Ecology","Szostek",TRUE
"10.1111/1365-2656.12238","Journal of Animal Ecology","Cubaynes",TRUE
"10.1111/1365-2656.12399","Journal of Animal Ecology","O'Farrell",TRUE
"10.1111/1365-2664.12074","Journal of Applied Ecology","Yen",TRUE
"10.1111/1365-2664.12194","Journal of Applied Ecology","Crawford",TRUE
"10.1111/1365-2664.12476","Journal of Applied Ecology","Chevallier",TRUE
"10.1111/acv.12054","Animal Conservation","Monadjem",TRUE
"10.1111/cobi.12234","Conservation Biology","KEITH",TRUE
"10.1111/cobi.12429","Conservation Biology","Ryberg",TRUE
"10.1111/eea.12325","Entomologia Experimentalis et Applicata","Cibils-Stewart",TRUE
"10.1111/evo.12952","Evolution","Kvalnes",TRUE
"10.1111/gcb.12289","Global Change Biology","Fordham",TRUE
"10.1111/gcb.13014","Global Change Biology","Riegl",TRUE
"10.1111/ibi.12125","Ibis","Altwegg",TRUE
"10.1111/j.0030-1299.2001.13723.x","Oikos","Altwegg",TRUE
"10.1111/j.0908-8857.2008.04189.x","Journal of Avian Biology","Koivula",TRUE
"10.1111/j.1095-8649.2007.01445.x","Journal of Fish Biology","Buston",TRUE
"10.1111/j.1365-2435.2009.01563.x","Functional Ecology","Altwegg",TRUE
"10.1111/j.1365-2656.2007.01254.x","Journal of Animal Ecology","TOÏGO",TRUE
"10.1111/j.1365-2656.2007.01274.x","Journal of Animal Ecology","WITTMER",TRUE
"10.1111/j.1365-2656.2010.01750.x","Journal of Animal Ecology","Sim",TRUE
"10.1111/j.1365-2656.2012.02029.x","Journal of Animal Ecology","Radchuk",TRUE
"10.1111/j.1365-2664.2005.01067.x","Journal of Applied Ecology","NOVARO",TRUE
"10.1111/j.1365-2664.2010.01846.x","Journal of Applied Ecology","Johnson",TRUE
"10.1111/j.1365-2664.2012.02160.x","Journal of Applied Ecology","Gamelon",TRUE
"10.1111/j.1365-2664.2012.02163.x","Journal of Applied Ecology","Berton C. Harris",TRUE
"10.1111/j.1365-2907.2010.00166.x","Mammal Review","AHRESTANI",TRUE
"10.1111/j.1469-1795.2007.00105.x","Animal Conservation","Zambrano",TRUE
"10.1111/j.1469-1795.2009.00311.x","Animal Conservation","Finkelstein",TRUE
"10.1111/j.1469-1795.2010.00434.x","Animal Conservation","Brodie",TRUE
"10.1111/j.1474-919X.2008.00864.x","Ibis","MACLEAN",TRUE
"10.1111/j.1474-919X.2009.00908.x","Ibis","EVANS",TRUE
"10.1111/j.1523-1739.2001.00031.x","Conservation Biology","Cross",TRUE
"10.1111/j.1523-1739.2003.00191.x","Conservation Biology","HOLMES",TRUE
"10.1111/j.1523-1739.2005.00276.x","Conservation Biology","WINTLE",TRUE
"10.1111/j.1523-1739.2005.00487.x","Conservation Biology","SPENCER",TRUE
"10.1111/j.1523-1739.2006.00300.x",NA,NA,FALSE
"10.1111/j.1523-1739.2006.00378.x","Conservation Biology","BAXTER",TRUE
"10.1111/j.1523-1739.2008.01066.x","Conservation Biology","NAUJOKAITIS-LEWIS",TRUE
"10.1111/j.1523-1739.2010.01458.x","Conservation Biology","DOUKAKIS",TRUE
"10.1111/j.1558-5646.2011.01366.x","Evolution","Gamelon",TRUE
"10.1111/j.1600-0587.2010.06263.x","Ecography","Di Minin",TRUE
"10.1111/j.1600-0633.2005.00084.x","Ecology of Freshwater Fish","Velez-Espino",TRUE
"10.1111/j.1600-0706.2011.19436.x","Oikos","Hebblewhite",TRUE
"10.1111/j.1600-0706.2011.19735.x","Oikos","Perez-Heydrich",TRUE
"10.1111/j.1600-0706.2012.20706.x","Oikos","Devenish-Nelson",TRUE
"10.1111/j.1744-7348.1973.tb07719.x","Annals of Applied Biology","BARDNER",TRUE
"10.1111/j.1748-7692.1991.tb00550.x","Marine Mammal Science","Barlow",TRUE
"10.1111/j.1748-7692.1994.tb00388.x","Marine Mammal Science","York",TRUE
"10.1111/jofo.12093","Journal of Field Ornithology","Mumme",TRUE
"10.1111/nrm.12034","Natural Resource Modeling","HOLMA",TRUE
"10.1139/cjfas-2012-0520","Canadian Journal of Fisheries and Aquatic Sciences","Fujiwara",TRUE
"10.1139/f05-245","Canadian Journal of Fisheries and Aquatic Sciences","Labonne",TRUE
"10.1139/f07-166","Canadian Journal of Fisheries and Aquatic Sciences","Vélez-Espino",TRUE
"10.1139/Z03-045","Canadian Journal of Zoology","Mitro",TRUE
"10.1139/Z08-124","Canadian Journal of Zoology","Zúñiga-Vega",TRUE
"10.1139/z94-004","Canadian Journal of Zoology","Festa-Bianchet",TRUE
"10.1155/2015/987060","Journal of Marine Biology","Sabat",TRUE
"10.1163/156853808784124992","Amphibia-Reptilia","Rojas-González",TRUE
"10.1163/15685381-00002843","Amphibia-Reptilia","Zúñiga-Vega",TRUE
"10.1163/157075609X417143","Animal Biology","Klok",TRUE
"10.1163/157075610X523260","Animal Biology","Klok",TRUE
"10.1186/1472-6785-12-9","BMC Ecology","Wilson",TRUE
"10.1371/jourNAl.pone.0034379","PLoS ONE","Hostetler",TRUE
"10.1371/jourNAl.pone.0071005","PLoS ONE","Cornelisse",TRUE
"10.1371/jourNAl.pone.0085464","PLoS ONE","Fujiwara",TRUE
"10.1371/jourNAl.pone.0088465","PLoS ONE","Groner",TRUE
"10.1371/jourNAl.pone.0094700","PLoS ONE","Rota",TRUE
"10.1371/journal.pone.0127292","PLOS ONE","Altukhov",TRUE
"10.1371/journal.pone.0140982","PLOS ONE","Maniscalco",TRUE
"10.1371/journal.pone.0147189","PLOS ONE","Meyer",TRUE
"10.14430/arctic1733","ARCTIC","Messier",TRUE
"10.1515/mamm.1984.48.3.327","Mammalia","RODGERS",TRUE
"10.1577/M08-034.1","North American Journal of Fisheries Management","Vélez-Espino",TRUE
"10.1603/AN11151","Annals of the Entomological Society of America","David",TRUE
"10.1642/0004-8038(2004)121[0015:MEOSAP]2.0.CO;2","The Auk","Jones",TRUE
"10.1642/0004-8038(2004)121[1056:TVITVR]2.0.CO;2","The Auk","LaHaye",TRUE
"10.1643/0045-8511(2007)7[324:AOTPDO]2.0.CO;2","Copeia","Zúñiga-Vega",TRUE
"10.1643/CE-14-191","Copeia","Páez",TRUE
"10.1644/09-MAMM-A-047.1","Journal of Mammalogy","Corti",TRUE
"10.1655/09-005.1","Herpetologica","Zamora-Abrego",TRUE
"10.1655/HERPETOLOGICA-D-12-00038R2","Herpetologica","Pérez-Mendoza",TRUE
"10.1656/058.013.s505","Southeastern Naturalist","Rigby",TRUE
"10.1674/0003-0031(2008)159[98:SACMOA]2.0.CO;2","The American Midland Naturalist","GORMAN",TRUE
"10.1676/12-154.1","The Wilson Journal of Ornithology","Bulluck",TRUE
"10.1890/0012-9615(2001)071[0377:RAODRT]2.0.CO;2","Ecological Monographs","Cooch",TRUE
"10.1890/0012-9658(1997)078[1019:EOASDA]2.0.CO;2","Ecology","Jorgenson",TRUE
"10.1890/0012-9658(2000)081[2250:RFLHAL]2.0.CO;2","Ecology","Hughes",TRUE
"10.1890/0012-9658(2001)082[1921:EODROU]2.0.CO;2","Ecology","Oli",TRUE
"10.1890/0012-9658(2002)083[2194:PDCOPI]2.0.CO;2","Ecology","Bronikowski",TRUE
"10.1890/0012-9658(2002)083[3285:BEOADM]2.0.CO;2","Ecology","Gross",TRUE
"10.1890/02-0409","Ecology","Gaillard",TRUE
"10.1890/02-5010","Ecological Applications","Schumaker",TRUE
"10.1890/02-5195","Ecological Applications","Carroll",TRUE
"10.1890/03-5006","Ecological Applications","Gerber",TRUE
"10.1890/03-5340","Ecological Applications","Arnold",TRUE
"10.1890/04-0956","Ecology","Damiani",TRUE
"10.1890/04-0974","Ecology","Johnson",TRUE
"10.1890/04-1688","Ecological Applications","Rogers-Bennett",TRUE
"10.1890/05-0486","Ecological Applications","Govindarajulu",TRUE
"10.1890/05-1931","Ecology","Linares",TRUE
"10.1890/06-1090.1","Ecological Applications","Deines",TRUE
"10.1890/06-1216.1","Ecology","Dudas",TRUE
"10.1890/07-0018.1","Ecological Monographs","Beissinger",TRUE
"10.1890/07-0352.1","Ecological Applications","Robinson",TRUE
"10.1890/07-0508.1","Ecological Applications","Holmes",TRUE
"10.1890/07-0892.1","Ecological Applications","Wielgus",TRUE
"10.1890/07-1672.1","Ecology","Johnson",TRUE
"10.1890/08-0305.1","Ecological Applications","Sakaris",TRUE
"10.1890/08-1060.1","Ecological Applications","Rolland",TRUE
"10.1890/09-0679.1","Ecological Applications","Peterson",TRUE
"10.1890/09-1641","Ecology","Hunter",TRUE
"10.1890/11-0488.1","Ecology","Carson",TRUE
"10.1890/14-1834.1","Ecological Monographs","Jenouvrier",TRUE
"10.1890/15-0317.1",NA,NA,FALSE
"10.1890/ES10-00065.1","Ecosphere","Hernández-Pacheco",TRUE
"10.1897/04-160.1","Environmental Toxicology and Chemistry","Spromberg",TRUE
"10.2192/1537-6176-20.1.12","Ursus","Kohira",TRUE
"10.2192/1537-6176-20.2.77","Ursus","Mitchell",TRUE
"10.2193/0022-541X(2006)70[1094:GASOBB]2.0.CO;2","Journal of Wildlife Management","CLARK",TRUE
"10.2193/0022-541X(2006)70[246:CPDAVI]2.0.CO;2","Journal of Wildlife Management","LAMBERT",TRUE
"10.2193/2005-608","Journal of Wildlife Management","RAITHEL",TRUE
"10.2193/2006-146","Journal of Wildlife Management","BLACKWELL",TRUE
"10.2193/2006-349","Journal of Wildlife Management","HASKELL",TRUE
"10.2193/2008-093","Journal of Wildlife Management","Grear",TRUE
"10.2307/1353238","Estuaries","Miller",TRUE
"10.2307/1369293","The Condor","Massey",TRUE
"10.2307/1381244","Journal of Mammalogy","Sauer",TRUE
"10.2307/1381947","Journal of Mammalogy","Luo",TRUE
"10.2307/1382951","Journal of Mammalogy","Lima",TRUE
"10.2307/1447430","Copeia","Heppell",TRUE
"10.2307/1447431","Copeia","Fox",TRUE
"10.2307/1467026","Herpetological Monographs","Mitchell",TRUE
"10.2307/177030","Ecology","Pease",TRUE
"10.2307/1934778","Ecology","Spinage",TRUE
"10.2307/1935300","Ecology","Wilbur",TRUE
"10.2307/1935638","Ecology","Caughley",TRUE
"10.2307/1937731","Ecology","Baker",TRUE
"10.2307/1939140","Ecology","Sherman",TRUE
"10.2307/1939219","Ecology","Zammuto",TRUE
"10.2307/1939225","Ecology","Crouse",TRUE
"10.2307/1939879","Ecology","Levin",TRUE
"10.2307/1939945","Ecology","Clinton",TRUE
"10.2307/1940983","Ecology","McFadden",TRUE
"10.2307/1941498","Ecology","Tinkle",TRUE
"10.2307/1941572","Ecology","Frazer",TRUE
"10.2307/1941948","Ecological Applications","Crowder",TRUE
"10.2307/1941949","Ecological Applications","Doak",TRUE
"10.2307/1942373","Ecological Monographs","Broadhead",TRUE
"10.2307/20113253",NA,NA,FALSE
"10.2307/2269391","Ecological Applications","Heppell",TRUE
"10.2307/2402601","The Journal of Applied Ecology","Harwood",TRUE
"10.2307/2404688","The Journal of Applied Ecology","Hiraldo",TRUE
"10.2307/2404820","The Journal of Applied Ecology","Marboutin",TRUE
"10.2307/2641054","Ecological Applications","Fisher",TRUE
"10.2307/2641117","Ecological Applications","Lindenmayer",TRUE
"10.2307/2937107","Ecological Monographs","Babcock",TRUE
"10.2307/3061069","Ecological Applications","Kammenga",TRUE
"10.2307/3072076","Ecology","Fujiwara",TRUE
"10.2307/3546090","Oikos","Nakaoka",TRUE
"10.2307/3799557","The Journal of Wildlife Management","Meslow",TRUE
"10.2307/3801764","The Journal of Wildlife Management","Sickle",TRUE
"10.2307/3802460","The Journal of Wildlife Management","Maguire",TRUE
"10.2307/3802689","The Journal of Wildlife Management","Blackwell",TRUE
"10.2307/3802690","The Journal of Wildlife Management","Akcakaya",TRUE
"10.2307/3803072","The Journal of Wildlife Management","Klavitter",TRUE
"10.2307/3803144","The Journal of Wildlife Management","Rubin",TRUE
"10.2307/3803153","The Journal of Wildlife Management","Hoekman",TRUE
"10.2307/3803419",NA,NA,FALSE
"10.2307/3808459","The Journal of Wildlife Management","Payne",TRUE
"10.2307/3830713",NA,NA,FALSE
"10.2307/4314005",NA,NA,FALSE
"10.2307/5330","The Journal of Animal Ecology","Clutton-Brock",TRUE
"10.2307/5722","The Journal of Animal Ecology","Noda",TRUE
"10.2744/CCB-0778.1","Chelonian Conservation and Biology","Mogollones",TRUE
"10.2744/CCB-1109.1","Chelonian Conservation and Biology","Zimmer-Shaffer",TRUE
"10.2980/1195-6860(2007)14[362:LHOFRS]2.0.CO;2","Ecoscience","McADAM",TRUE
"10.2981/13-021","Wildlife Biology","Suzuki",TRUE
"10.3354/esr00657","Endangered Species Research","Whitehead",TRUE
"10.3354/meps057089","Marine Ecology Progress Series","Zajac",TRUE
"10.3354/meps081031","Marine Ecology Progress Series","Ebert",TRUE
"10.3354/meps08437","Marine Ecology Progress Series","Linares",TRUE
"10.3354/meps08442","Marine Ecology Progress Series","Kelly",TRUE
"10.3354/meps08595","Marine Ecology Progress Series","Lenihan",TRUE
"10.3354/meps09094","Marine Ecology Progress Series","Button",TRUE
"10.3354/meps10377","Marine Ecology Progress Series","Jiménez-Melero",TRUE
"10.3354/meps10547","Marine Ecology Progress Series","New",TRUE
"10.3354/meps234229","Marine Ecology Progress Series","Davis",TRUE
"10.3354/meps339093","Marine Ecology Progress Series","Pawlik",TRUE
"10.3398/1527-0904(2007)67[492:GADOOP]2.0.CO;2","Western North American Naturalist","Ortega-León",TRUE
"10.4039/Ent1051465-11","The Canadian Entomologist","Berryman",TRUE
"10.5253/078.100.0208","Ardea","Bijlsma",TRUE
"10.7717/peerj.549","PeerJ","Beissinger",TRUE
"10.7936/K7DB7ZTD",NA,NA,FALSE
